t,source,point_index,x,y,z
3.177,raw,0,-5.6546,-6.7471,0.5010
3.177,raw,9,-6.1412,-7.5341,0.6159
3.177,raw,18,-5.9697,-7.7393,0.6110
3.177,raw,28,-5.7918,-7.9877,0.6018
3.177,raw,37,-5.6638,-8.2605,0.5859
3.177,raw,47,-5.4744,-8.5120,0.5753
3.177,raw,56,-5.3226,-8.7745,0.5602
3.177,raw,66,-4.4458,-7.9609,0.6952
3.177,raw,75,-4.1565,-7.9556,0.7133
3.177,raw,85,-4.0128,-8.2495,0.6920
3.177,raw,94,-4.5278,-9.7617,0.5089
3.177,raw,104,-6.8306,-8.1642,0.7710
3.177,raw,113,-6.6870,-8.4382,0.7608
3.177,raw,122,-6.5053,-8.6747,0.7548
3.177,raw,132,-6.3465,-9.0004,0.7403
3.177,raw,141,-6.1568,-9.2428,0.7329
3.177,raw,151,-5.9492,-9.5258,0.7226
3.177,raw,160,-5.7538,-9.7778,0.7132
3.177,raw,170,-4.2380,-7.9345,0.9324
3.177,raw,179,-4.0386,-8.0742,0.9306
3.177,raw,189,-5.1188,-10.6621,0.6725
3.177,raw,198,-4.8795,-10.8874,0.6642
3.177,raw,208,-4.6377,-11.2028,0.6477
3.177,raw,217,-4.4275,-11.5261,0.6285
3.177,raw,226,-4.1641,-11.7474,0.6190
3.177,raw,236,-3.9398,-12.1953,0.5879
3.177,raw,245,-3.7232,-12.6071,0.5588
3.177,raw,255,-3.4976,-13.1781,0.5150
3.177,raw,264,-8.0136,-8.2868,0.9701
3.177,raw,274,-7.8415,-8.6053,0.9630
3.177,raw,283,-7.6728,-8.8847,0.9571
3.177,raw,293,-7.5114,-9.2334,0.9467
3.177,raw,302,-7.3197,-9.5032,0.9411
3.177,raw,312,-7.1207,-9.8292,0.9322
3.177,raw,321,-6.8768,-10.0464,0.9305
3.177,raw,330,-6.6879,-10.3444,0.9214
3.177,raw,340,-6.4903,-10.7091,0.9083
3.177,raw,349,-4.3657,-7.9356,1.1486
3.177,raw,359,-4.0855,-7.9939,1.1552
3.177,raw,368,-5.8228,-11.6505,0.8765
3.177,raw,378,-5.5879,-12.0349,0.8607
3.177,raw,387,-5.3254,-12.3014,0.8523
3.177,raw,397,-5.0743,-12.7071,0.8342
3.177,raw,406,-4.8114,-13.0178,0.8217
3.177,raw,416,-4.5937,-13.5889,0.7906
3.177,raw,425,-4.3617,-14.0681,0.7651
3.177,raw,435,-4.0943,-14.6449,0.7333
3.177,raw,444,-3.8927,-15.3793,0.6889
3.177,raw,453,-3.6234,-15.9890,0.6533
3.177,raw,463,-3.3031,-16.7149,0.6101
3.177,raw,472,-3.0616,-17.7472,0.5441
3.177,raw,482,-10.6506,-5.5319,1.2266
3.177,raw,491,-10.5778,-5.8620,1.2227
3.177,raw,501,-10.4642,-6.2167,1.2195
3.177,raw,510,-10.3001,-6.5029,1.2194
3.177,raw,520,-10.1916,-6.8689,1.2148
3.177,raw,529,-10.0099,-7.1475,1.2147
3.177,raw,539,-9.9065,-7.5286,1.2086
3.177,raw,548,-9.7116,-7.8026,1.2083
3.177,raw,557,-9.5802,-8.1283,1.2039
3.177,raw,567,-9.3903,-8.4610,1.2009
3.177,raw,576,-9.2054,-8.7525,1.1985
3.177,raw,586,-8.9986,-9.0799,1.1953
3.177,raw,595,-8.8551,-9.4225,1.1891
3.177,raw,605,-8.6118,-9.7267,1.1869
3.177,raw,614,-8.4445,-10.0622,1.1808
3.177,raw,624,-8.2262,-10.4097,1.1754
3.177,raw,633,-8.0670,-10.7785,1.1670
3.177,raw,643,-7.8048,-11.0945,1.1630
3.177,raw,652,-7.6286,-11.4703,1.1540
3.177,raw,661,-7.3883,-11.7702,1.1490
3.177,raw,671,-7.1713,-12.1950,1.1383
3.177,raw,680,-4.1647,-7.9170,1.3759
3.177,raw,690,-3.9904,-8.1536,1.3706
3.177,raw,699,-6.4224,-13.2797,1.1127
3.177,raw,709,-6.1896,-13.7895,1.0968
3.177,raw,718,-5.9187,-14.1566,1.0870
3.177,raw,728,-5.6027,-14.5635,1.0759
3.177,raw,737,-5.3572,-15.0613,1.0592
3.177,raw,747,-5.2128,-16.0346,1.0201
3.177,raw,756,-6.4225,-21.0581,0.7861
3.177,raw,765,-6.0834,-21.9207,0.7534
3.177,raw,775,-5.6559,-22.8611,0.7177
3.177,raw,784,-5.2770,-23.8937,0.6765
3.177,raw,794,-4.8112,-25.0956,0.6280
3.177,raw,803,-4.2068,-25.4839,0.6161
3.177,raw,813,-3.5149,-25.8911,0.6033
3.177,raw,822,-2.8802,-26.2762,0.5901
3.177,raw,832,-2.1561,-26.6988,0.5749
3.177,raw,841,-1.4888,-27.0960,0.5597
3.177,raw,851,-0.7246,-27.4998,0.5435
3.177,raw,860,-0.0155,-27.7201,0.5347
3.177,raw,870,0.7852,-28.0318,0.5208
3.177,raw,879,1.5229,-28.3650,0.5050
3.177,raw,888,25.5758,11.6688,0.5479
3.177,raw,898,-18.1964,20.5208,0.5349
3.177,raw,907,-17.8059,19.0853,0.5946
3.177,raw,917,-17.5044,17.7294,0.6479
3.177,raw,926,-17.2812,16.6314,0.6897
3.177,raw,936,-16.9906,15.4475,0.7356
3.177,raw,945,-16.4974,14.2538,0.7879
3.177,raw,955,-16.2646,13.2612,0.8244
3.177,raw,964,-15.8794,12.2867,0.8652
3.177,raw,974,-15.6743,11.4246,0.8957
3.177,raw,983,-11.0392,7.7571,1.1640
3.177,raw,992,-15.2205,9.9323,0.9503
3.177,raw,1002,-15.0769,9.2276,0.9725
3.177,raw,1011,-14.7702,8.5229,1.0004
3.177,raw,1021,-14.4756,7.8049,1.0276
3.177,raw,1030,-14.4072,7.2853,1.0409
3.177,raw,1040,-15.2635,-0.3114,1.4491
3.177,raw,1049,-15.1448,-0.7172,1.4514
3.177,raw,1059,-8.1929,-0.6241,1.6047
3.177,raw,1068,-8.0716,-0.8415,1.6069
3.177,raw,1078,-8.2379,-1.1176,1.6025
3.177,raw,1087,-14.6579,-2.3830,1.4583
3.177,raw,1096,-14.5290,-2.7664,1.4596
3.177,raw,1106,-14.4055,-3.1931,1.4604
3.177,raw,1115,-14.2927,-3.5753,1.4610
3.177,raw,1125,-14.1612,-3.9971,1.4614
3.177,raw,1134,-14.0619,-4.3816,1.4612
3.177,raw,1144,-13.9294,-4.8026,1.4611
3.177,raw,1153,-13.4137,-5.0376,1.4702
3.177,raw,1163,-13.3000,-5.4546,1.4693
3.177,raw,1172,-13.1747,-5.8226,1.4687
3.177,raw,1182,-13.0536,-6.2419,1.4674
3.177,raw,1191,-12.9453,-6.6232,1.4659
3.177,raw,1200,-12.8349,-7.0075,1.4643
3.177,raw,1210,-12.7142,-7.4413,1.4620
3.177,raw,1219,-12.2611,-7.6321,1.4686
3.177,raw,1229,-12.1427,-8.0685,1.4657
3.177,raw,1238,-12.0257,-8.4621,1.4631
3.177,raw,1248,-11.9029,-8.9139,1.4597
3.177,raw,1257,-11.5136,-9.1196,1.4639
3.177,raw,1267,-11.4179,-9.6042,1.4590
3.177,raw,1276,-11.3316,-10.0548,1.4541
3.177,raw,1286,-11.0238,-10.3838,1.4545
3.177,raw,1295,-10.9298,-10.8522,1.4490
3.177,raw,1305,-10.8358,-11.4049,1.4420
3.177,raw,1314,-10.5977,-11.7637,1.4400
3.177,raw,1323,-10.3583,-12.1285,1.4376
3.177,raw,1333,-10.2561,-12.7369,1.4290
3.177,raw,1342,-9.9993,-13.1112,1.4263
3.177,raw,1352,-9.7128,-13.5386,1.4227
3.177,raw,1361,-9.6600,-14.2221,1.4113
3.177,raw,1371,-9.3558,-14.6757,1.4069
3.177,raw,1380,-10.2019,-16.8521,1.3566
3.177,raw,1390,-9.9582,-17.5682,1.3460
3.177,raw,1399,-9.8300,-18.4226,1.3311
3.177,raw,1409,-9.5621,-19.2227,1.3184
3.177,raw,1418,-9.3044,-19.9739,1.3063
3.177,raw,1427,-9.0339,-20.7660,1.2931
3.177,raw,1437,-8.7260,-21.7222,1.2766
3.177,raw,1446,-8.4214,-22.6142,1.2610
3.177,raw,1456,-8.0506,-23.6433,1.2427
3.177,raw,1465,-7.8221,-25.0107,1.2159
3.177,raw,1475,-7.4199,-26.2983,1.1915
3.177,raw,1484,-7.0225,-27.5343,1.1678
3.177,raw,1494,-6.3366,-28.1916,1.1576
3.177,raw,1503,-5.6462,-28.5586,1.1532
3.177,raw,1513,-4.8642,-28.9565,1.1480
3.177,raw,1522,-4.1587,-29.3788,1.1415
3.177,raw,1531,-3.4310,-29.7546,1.1357
3.177,raw,1541,-2.6079,-30.1930,1.1283
3.177,raw,1550,-1.8520,-30.6126,1.1206
3.177,raw,1560,-0.9903,-31.0777,1.1116
3.177,raw,1569,-0.1974,-31.6206,1.1004
3.177,raw,1579,0.7153,-32.2125,1.0875
3.177,raw,1588,1.5630,-32.6463,1.0777
3.177,raw,1598,2.5229,-32.9545,1.0700
3.177,raw,1607,3.4098,-33.2947,1.0611
3.177,raw,1617,4.4178,-33.6483,1.0512
3.177,raw,1626,5.3807,-34.2024,1.0364
3.177,raw,1636,-23.7396,25.3493,1.0251
3.177,raw,1645,-23.2454,23.5878,1.0604
3.177,raw,1654,-22.4019,21.6121,1.1041
3.177,raw,1664,-21.5067,19.6131,1.1484
3.177,raw,1673,-21.1017,18.2775,1.1744
3.177,raw,1683,-20.3392,16.6368,1.2103
3.177,raw,1692,-19.8749,15.4257,1.2347
3.177,raw,1702,-19.9527,14.5797,1.2443
3.177,raw,1711,-11.2833,8.0164,1.4840
