t,pose_x,pose_y,pose_yaw,goal_x,goal_y,goal_active,des_vx,des_wz,act_vx,act_wz,crosstrack_err,along_err,heading_err,mode,obstacle_pts,left_thrust,right_thrust,safety_stop,path_min_clearance,path_length,raw_obstacle_pts,safety_cloud_pts,lio_input_pts,registered_pts,dynamic_track_count,dynamic_point_count,dynamic_max_speed,goal_accepted,goal_status,goal_result_code
0.201,0.000,0.000,0.0000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,PLAN,0,0.000,0.000,0,nan,0.000,0,0,0,0,0,0,0.000,0,IDLE code=0,0
0.401,0.000,0.000,0.0000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,PLAN,0,0.000,0.000,0,nan,0.000,0,0,0,0,0,0,0.000,0,IDLE code=0,0
0.601,0.000,0.000,0.0000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,PLAN,0,0.000,0.000,0,nan,0.000,0,0,0,0,0,0,0.000,0,IDLE code=0,0
0.801,0.000,0.000,0.0000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,PLAN,0,0.000,0.000,0,nan,0.000,0,0,0,0,0,0,0.000,0,IDLE code=0,0
1.001,0.000,0.000,0.0000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,PLAN,0,0.000,0.000,0,nan,0.000,0,0,0,0,0,0,0.000,0,IDLE code=0,0
1.200,0.000,0.000,0.0000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,PLAN,0,0.000,0.000,0,nan,0.000,0,0,0,0,0,0,0.000,0,IDLE code=0,0
1.400,0.000,0.000,0.0000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,PLAN,0,0.000,0.000,0,nan,0.000,0,0,0,0,0,0,0.000,0,IDLE code=0,0
1.600,0.000,0.000,0.0000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,PLAN,0,0.000,0.000,0,nan,0.000,0,0,0,0,0,0,0.000,0,IDLE code=0,0
1.801,0.000,0.000,0.0000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,PLAN,0,0.000,0.000,0,nan,0.000,0,0,0,0,0,0,0.000,0,IDLE code=0,0
2.237,0.000,0.000,0.0000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,PLAN,0,0.000,0.000,0,nan,0.000,0,0,0,0,0,0,0.000,0,IDLE code=0,0
2.400,-0.257,0.357,0.0093,0.000,0.000,0,0.000,0.000,-0.001,0.013,0.000,0.000,0.0000,PLAN,0,0.000,0.000,0,nan,0.000,0,0,0,0,0,0,0.000,0,IDLE code=0,0
2.601,-0.257,0.353,0.0012,0.000,0.000,0,0.000,0.000,0.000,-0.005,0.000,0.000,0.0000,PLAN,0,0.000,0.000,0,nan,0.000,0,0,0,7487,0,0,0.000,0,IDLE code=0,0
2.800,-0.258,0.351,0.0021,0.000,0.000,0,0.000,0.000,-0.000,0.005,0.000,0.000,0.0000,PLAN,0,0.000,0.000,0,nan,0.000,0,0,0,7487,0,0,0.000,0,IDLE code=0,0
3.001,-0.259,0.351,0.0016,0.000,0.000,0,0.000,0.000,-0.000,0.001,0.000,0.000,0.0000,PLAN,0,0.000,0.000,0,nan,0.000,0,0,0,7516,0,0,0.000,0,IDLE code=0,0
3.201,-0.263,0.350,0.0001,0.000,0.000,0,0.000,0.000,0.000,-0.007,0.000,0.000,0.0000,PLAN,0,0.000,0.000,0,nan,0.000,0,0,0,7534,0,0,0.000,0,IDLE code=0,0
3.401,-0.265,0.350,-0.0009,0.000,0.000,0,0.000,0.000,0.001,0.013,0.000,0.000,0.0000,PLAN,0,0.000,0.000,0,nan,0.000,0,0,0,7534,0,0,0.000,0,IDLE code=0,0
3.601,-0.265,0.350,-0.0009,0.000,0.000,0,0.000,0.000,0.001,0.013,0.000,0.000,0.0000,PLAN,0,0.000,0.000,0,nan,0.000,0,0,0,7534,0,0,0.000,0,IDLE code=0,0
3.801,-0.274,0.357,-0.0022,0.000,0.000,0,0.100,0.100,0.002,-0.005,0.000,0.000,0.0000,PLAN,428,3.220,8.488,0,8.038,31.108,2933,2933,0,7532,0,0,0.000,0,IDLE code=0,0
4.001,-0.277,0.358,0.0009,0.000,0.000,0,0.300,0.100,0.001,-0.004,0.000,0.000,0.0000,PLAN,417,9.543,25.158,0,8.053,31.108,2933,2933,0,7617,0,0,0.000,0,IDLE code=0,0
4.201,-0.277,0.358,0.0009,0.000,0.000,0,0.300,0.100,0.001,-0.004,0.000,0.000,0.0000,PLAN,417,9.543,25.158,0,8.053,31.108,2933,2933,0,7617,0,0,0.000,0,IDLE code=0,0
4.401,-0.281,0.359,-0.0041,0.000,0.000,0,0.357,0.100,0.002,0.016,0.000,0.000,0.0000,PLAN,417,18.772,34.772,0,8.053,31.108,2851,2851,0,7617,0,0,0.000,0,IDLE code=0,0
4.600,-0.293,0.382,0.0039,0.000,0.000,0,0.355,0.100,0.006,0.005,0.000,0.000,0.0000,PLAN,417,18.772,34.772,0,8.053,31.108,2858,2858,0,7617,0,0,0.000,0,IDLE code=0,0
4.801,-0.295,0.391,0.0035,0.000,0.000,0,0.365,0.100,0.005,0.011,0.000,0.000,0.0000,PLAN,413,20.352,36.352,0,8.156,31.108,2856,2856,0,7693,0,0,0.000,0,IDLE code=0,0
5.001,-0.295,0.391,0.0036,0.000,0.000,0,0.377,0.100,0.005,0.011,0.000,0.000,0.0000,PLAN,413,21.603,37.603,0,8.121,31.108,2856,2856,0,7662,0,0,0.000,0,IDLE code=0,0
5.200,-0.288,0.399,0.0044,0.000,0.000,0,0.377,0.100,0.006,0.015,0.000,0.000,0.0000,PLAN,413,21.603,37.603,0,8.121,31.108,2856,2856,22327,7662,0,0,0.000,0,IDLE code=0,0
5.401,-0.289,0.406,0.0075,0.000,0.000,0,0.391,0.100,0.004,0.001,0.000,0.000,0.0000,PLAN,400,23.090,39.090,0,8.166,31.108,2880,2880,22327,7744,0,0,0.000,0,IDLE code=0,0
