t,pose_x,pose_y,pose_yaw,goal_x,goal_y,goal_active,des_vx,des_wz,act_vx,act_wz,crosstrack_err,along_err,heading_err,mode,obstacle_pts,left_thrust,right_thrust,safety_stop,path_min_clearance,path_length,raw_obstacle_pts,safety_cloud_pts,lio_input_pts,registered_pts,dynamic_track_count,dynamic_point_count,dynamic_max_speed,goal_accepted,goal_status,goal_result_code
0.201,0.000,0.000,0.0000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,PLAN,0,0.000,0.000,0,nan,0.000,0,0,0,0,0,0,0.000,0,IDLE code=0,0
0.401,0.000,0.000,0.0000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,PLAN,0,0.000,0.000,0,nan,0.000,0,0,0,0,0,0,0.000,0,IDLE code=0,0
0.601,0.000,0.000,0.0000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,PLAN,0,0.000,0.000,0,nan,0.000,0,0,0,0,0,0,0.000,0,IDLE code=0,0
0.801,0.000,0.000,0.0000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,PLAN,0,0.000,0.000,0,nan,0.000,0,0,0,0,0,0,0.000,0,IDLE code=0,0
1.001,0.000,0.000,0.0000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,PLAN,0,0.000,0.000,0,nan,0.000,0,0,0,0,0,0,0.000,0,IDLE code=0,0
1.201,0.000,0.000,0.0000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,PLAN,0,0.000,0.000,0,nan,0.000,0,0,0,0,0,0,0.000,0,IDLE code=0,0
1.400,0.000,0.000,0.0000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,PLAN,0,0.000,0.000,0,nan,0.000,0,0,0,0,0,0,0.000,0,IDLE code=0,0
1.600,0.000,0.000,0.0000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,PLAN,0,0.000,0.000,0,nan,0.000,0,0,0,0,0,0,0.000,0,IDLE code=0,0
1.801,0.000,0.000,0.0000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,PLAN,0,0.000,0.000,0,nan,0.000,0,0,0,0,0,0,0.000,0,IDLE code=0,0
2.000,-0.120,0.118,-0.0001,0.000,0.000,0,0.000,0.000,-0.001,0.012,0.000,0.000,0.0000,PLAN,0,0.000,0.000,0,nan,0.000,2988,2988,0,0,0,0,0.000,0,IDLE code=0,0
2.201,-0.117,0.117,-0.0003,0.000,0.000,0,0.000,0.000,-0.001,0.005,0.000,0.000,0.0000,PLAN,387,0.000,0.000,0,nan,0.000,2988,2988,0,7502,0,0,0.000,0,IDLE code=0,0
2.401,-0.117,0.117,-0.0003,0.000,0.000,0,0.000,0.000,-0.001,0.005,0.000,0.000,0.0000,PLAN,387,0.000,0.000,0,nan,0.000,2988,2988,0,7502,0,0,0.000,0,IDLE code=0,0
2.600,-0.117,0.117,-0.0009,0.000,0.000,0,0.000,0.000,-0.000,0.003,0.000,0.000,0.0000,PLAN,387,0.000,0.000,0,nan,0.000,3005,3005,0,7502,0,0,0.000,0,IDLE code=0,0
2.801,-0.117,0.118,0.0005,0.000,0.000,0,0.000,0.000,-0.000,0.010,0.000,0.000,0.0000,PLAN,413,0.000,0.000,0,nan,0.000,3013,3013,0,7598,0,0,0.000,0,IDLE code=0,0
3.315,-0.120,0.117,-0.0018,0.000,0.000,0,0.000,0.000,-0.000,-0.012,0.000,0.000,0.0000,PLAN,413,0.000,0.000,0,nan,0.000,3023,3023,22202,7598,0,0,0.000,0,IDLE code=0,0
3.401,-0.122,0.120,0.0010,0.000,0.000,0,0.000,0.000,0.000,0.009,0.000,0.000,0.0000,PLAN,413,0.000,0.000,0,nan,0.000,2941,2941,22250,7598,0,0,0.000,0,IDLE code=0,0
3.600,-0.132,0.126,0.0013,0.000,0.000,0,0.200,-0.006,0.001,-0.004,0.000,0.000,0.0000,PLAN,413,9.785,8.863,0,8.394,10.128,2909,2909,22277,7598,0,0,0.000,0,IDLE code=0,0
3.801,-0.137,0.128,0.0022,0.000,0.000,0,0.400,-0.008,0.001,0.001,0.000,0.000,0.0000,PLAN,410,27.466,26.182,0,8.412,10.128,2909,2909,22331,7677,0,0,0.000,0,IDLE code=0,0
4.001,-0.142,0.131,0.0018,10.000,0.000,1,0.600,-0.008,0.005,-0.011,0.002,-0.002,-0.0147,PLAN,406,50.758,49.474,0,8.392,10.128,2893,2893,22331,7709,0,0,0.000,0,EXECUTING code=2,2
4.200,-0.147,0.133,0.0019,10.000,0.000,1,0.600,-0.011,0.007,-0.012,0.004,-0.006,-0.0150,PLAN,397,57.744,55.944,0,8.402,10.128,2903,2903,22331,7676,0,0,0.000,0,EXECUTING code=2,2
4.401,-0.147,0.133,0.0019,10.000,0.000,1,0.600,-0.011,0.007,-0.012,0.004,-0.006,-0.0150,PLAN,397,57.748,55.940,0,8.402,10.128,2931,2931,22331,7676,0,0,0.000,0,EXECUTING code=2,2
4.601,-0.151,0.137,0.0015,10.000,0.000,1,0.600,-0.009,0.011,-0.004,0.004,-0.004,-0.0150,PLAN,397,57.572,56.116,0,8.402,10.128,2931,2931,22423,7676,0,0,0.000,0,EXECUTING code=2,2
4.801,-0.151,0.137,0.0015,10.000,0.000,1,0.600,-0.012,0.009,-0.004,0.004,-0.004,-0.0150,PLAN,410,57.819,55.869,0,8.437,10.128,2931,2931,22361,7674,0,0,0.000,0,EXECUTING code=2,2
5.000,-0.141,0.141,-0.0002,10.000,0.000,1,0.600,-0.012,0.008,-0.003,0.001,0.001,-0.0137,PLAN,410,57.795,55.893,0,8.437,10.128,2931,2931,22361,7674,0,0,0.000,0,EXECUTING code=2,2
5.200,-0.139,0.141,-0.0006,10.000,0.000,1,0.600,-0.012,0.007,-0.003,0.001,0.003,-0.0133,PLAN,432,57.806,55.882,0,8.489,10.128,2931,2931,22361,7673,0,0,0.000,0,EXECUTING code=2,2
