t,source,point_index,x,y,z
3.620,raw,0,-5.6528,-4.6099,0.5146
3.620,raw,10,-5.5411,-4.8243,0.5007
3.620,raw,20,-5.9435,-5.1015,0.6241
3.620,raw,30,-5.8126,-5.3202,0.6131
3.620,raw,40,-5.6781,-5.5420,0.6011
3.620,raw,50,-5.5242,-5.7464,0.5917
3.620,raw,60,-5.3597,-5.9430,0.5831
3.620,raw,70,-5.1967,-6.1486,0.5723
3.620,raw,80,-5.0586,-6.4025,0.5529
3.620,raw,91,-4.8572,-6.6158,0.5420
3.620,raw,101,-4.6999,-6.8664,0.5223
3.620,raw,111,-4.5142,-7.0795,0.5080
3.620,raw,121,-6.3947,-5.6033,0.7455
3.620,raw,131,-6.2444,-5.8291,0.7372
3.620,raw,141,-6.0997,-6.0688,0.7264
3.620,raw,151,-5.9660,-6.3322,0.7117
3.620,raw,161,-5.7723,-6.5241,0.7070
3.620,raw,171,-5.6400,-6.8126,0.6881
3.620,raw,182,-5.4271,-7.0425,0.6791
3.620,raw,192,-5.2448,-7.2799,0.6664
3.620,raw,202,-5.0942,-7.5890,0.6437
3.620,raw,212,-4.8976,-7.8327,0.6293
3.620,raw,222,-4.6455,-7.9766,0.6272
3.620,raw,232,-4.3104,-7.9343,0.6478
3.620,raw,242,-4.1153,-8.2115,0.6270
3.620,raw,252,-4.0533,-8.8770,0.5574
3.620,raw,263,-3.7972,-9.1754,0.5346
3.620,raw,273,-3.5454,-9.4224,0.5162
3.620,raw,283,-7.0126,-6.2050,0.8805
3.620,raw,293,-6.8690,-6.4760,0.8705
3.620,raw,303,-6.7011,-6.7271,0.8626
3.620,raw,313,-6.5625,-7.0251,0.8489
3.620,raw,323,-6.3854,-7.2846,0.8393
3.620,raw,333,-6.2037,-7.5483,0.8289
3.620,raw,343,-6.0164,-7.8156,0.8177
3.620,raw,354,-5.8010,-8.1103,0.8049
3.620,raw,364,-5.6062,-8.3962,0.7909
3.620,raw,374,-5.4128,-8.7045,0.7741
3.620,raw,384,-5.2098,-9.0174,0.7566
3.620,raw,394,-4.3560,-7.8966,0.8840
3.620,raw,404,-4.1261,-8.0854,0.8763
3.620,raw,414,-4.4986,-9.8806,0.7090
3.620,raw,424,-4.2214,-10.1153,0.6973
3.620,raw,435,-3.9459,-10.4973,0.6716
3.620,raw,445,-3.6593,-10.7731,0.6546
3.620,raw,455,-3.4209,-11.2876,0.6142
3.620,raw,465,-3.1576,-11.8072,0.5729
3.620,raw,475,-2.8643,-12.3075,0.5329
3.620,raw,485,-8.1305,-6.3277,1.0547
3.620,raw,495,-7.9483,-6.5849,1.0512
3.620,raw,505,-7.7925,-6.8752,1.0442
3.620,raw,515,-7.6234,-7.1597,1.0374
3.620,raw,526,-7.4715,-7.5246,1.0250
3.620,raw,536,-7.3019,-7.8324,1.0158
3.620,raw,546,-7.1204,-8.1374,1.0065
3.620,raw,556,-6.9395,-8.4572,0.9957
3.620,raw,566,-6.7004,-8.7043,0.9907
3.620,raw,576,-6.4893,-9.0060,0.9808
3.620,raw,586,-6.2895,-9.3450,0.9676
3.620,raw,596,-6.0307,-9.5967,0.9610
3.620,raw,607,-5.8054,-10.0099,0.9427
3.620,raw,617,-4.4495,-7.8962,1.1146
3.620,raw,627,-4.1696,-7.9671,1.1178
3.620,raw,637,-5.0507,-11.0223,0.8996
3.620,raw,647,-4.7664,-11.3419,0.8857
3.620,raw,657,-4.4750,-11.6784,0.8702
3.620,raw,667,-4.2042,-12.1322,0.8457
3.620,raw,677,-3.9436,-12.7075,0.8123
3.620,raw,687,-3.6574,-13.2973,0.7774
3.620,raw,698,-3.3250,-14.0320,0.7327
3.620,raw,708,-3.0307,-14.9642,0.6730
3.620,raw,718,-2.6715,-15.7928,0.6202
3.620,raw,728,-2.2730,-16.6702,0.5635
3.620,raw,738,-1.8294,-17.5813,0.5038
3.620,raw,748,-10.3572,-3.9223,1.2887
3.620,raw,758,-10.2741,-4.2444,1.2853
3.620,raw,768,-10.1636,-4.5560,1.2827
3.620,raw,778,-10.0121,-4.8463,1.2819
3.620,raw,789,-9.9055,-5.2075,1.2771
3.620,raw,799,-9.7444,-5.4979,1.2757
3.620,raw,809,-9.5873,-5.7939,1.2735
3.620,raw,819,-9.4873,-6.1391,1.2675
3.620,raw,829,-9.3209,-6.4386,1.2647
3.620,raw,839,-9.1578,-6.7461,1.2612
3.620,raw,849,-8.9935,-7.0590,1.2570
3.620,raw,859,-8.9005,-7.4512,1.2476
3.620,raw,870,-8.7004,-7.7989,1.2426
3.620,raw,880,-8.4761,-8.0765,1.2401
3.620,raw,890,-8.2921,-8.4079,1.2341
3.620,raw,900,-8.1009,-8.7429,1.2277
3.620,raw,910,-7.8618,-9.0272,1.2240
3.620,raw,920,-7.6759,-9.3966,1.2153
3.620,raw,930,-7.4870,-9.7819,1.2056
3.620,raw,940,-7.2408,-10.0979,1.1995
3.620,raw,950,-7.0291,-10.4901,1.1891
3.620,raw,961,-6.7376,-10.8448,1.1814
3.620,raw,971,-6.4733,-11.1903,1.1729
3.620,raw,981,-4.5333,-7.9413,1.3445
3.620,raw,991,-4.2052,-7.9059,1.3520
3.620,raw,1001,-5.6683,-12.3825,1.1382
3.620,raw,1011,-5.4100,-12.8966,1.1205
3.620,raw,1021,-5.0940,-13.3084,1.1075
3.620,raw,1031,-4.8095,-13.8845,1.0864
3.620,raw,1042,-4.5132,-14.7038,1.0541
3.620,raw,1052,-4.2674,-15.7224,1.0118
3.620,raw,1062,-3.9575,-16.6958,0.9715
3.620,raw,1072,-3.8783,-19.2976,0.8558
3.620,raw,1082,-3.8892,-23.5520,0.6645
3.620,raw,1092,-3.2633,-24.3858,0.6305
3.620,raw,1102,-2.5576,-24.7979,0.6150
3.620,raw,1112,-1.8327,-25.2292,0.5978
3.620,raw,1122,-1.0815,-25.5188,0.5861
3.620,raw,1133,-0.2370,-25.9322,0.5677
3.620,raw,1143,0.5554,-26.3663,0.5473
3.620,raw,1153,1.3722,-26.7654,0.5275
3.620,raw,1163,2.2182,-27.2026,0.5047
3.620,raw,1173,24.7236,11.1046,0.5728
3.620,raw,1183,-18.3861,22.3734,0.5314
3.620,raw,1193,-17.9120,20.6508,0.6046
3.620,raw,1203,-17.4984,19.1245,0.6684
3.620,raw,1214,-17.2356,17.7639,0.7209
3.620,raw,1224,-16.9625,16.5806,0.7671
3.620,raw,1234,-16.4719,15.2837,0.8232
3.620,raw,1244,-16.1616,14.2269,0.8651
3.620,raw,1254,-15.8969,13.2723,0.9017
3.620,raw,1264,-15.6745,12.4055,0.9336
3.620,raw,1274,-15.2996,11.4816,0.9719
3.620,raw,1284,-15.1085,10.7341,0.9981
3.620,raw,1294,-11.1391,7.7239,1.2240
3.620,raw,1305,-14.6012,9.2252,1.0535
3.620,raw,1315,-14.3103,8.5380,1.0801
3.620,raw,1325,-14.0188,7.8876,1.1054
3.620,raw,1335,-13.9189,0.9583,1.5001
3.620,raw,1345,-13.7659,0.5738,1.5032
3.620,raw,1355,-13.6178,0.1969,1.5060
3.620,raw,1365,-13.4615,-0.1723,1.5088
